s.id,t.id
SPE000299,TOP000885
SPE000299,TOP000884
SPE000300,TOP000887
SPE000300,TOP000888
SPE000300,TOP000889
SPE000301,TOP000893
SPE000301,TOP000895
SPE000301,TOP000894
SPE000302,TOP000897
SPE000302,TOP000898
SPE000302,TOP000896
SPE000303,TOP000901
SPE000303,TOP000899
SPE000303,TOP000900
SPE000304,TOP000903
SPE000304,TOP000902
SPE000304,TOP000904
SPE000305,TOP000115
SPE000305,TOP000905
SPE000305,TOP000018
SPE000306,TOP000908
SPE000306,TOP000906
SPE000306,TOP000907
SPE000307,TOP000911
SPE000307,TOP000909
SPE000307,TOP000910
SPE000308,TOP000829
SPE000308,TOP000018
SPE000308,TOP000657
SPE000309,TOP000912
SPE000309,TOP000914
SPE000309,TOP000913
SPE000310,TOP000153
SPE000310,TOP000915
SPE000310,TOP000916
SPE000311,TOP000919
SPE000311,TOP001444
SPE000311,TOP000918
SPE000311,TOP000917
SPE000311,TOP001442
SPE000311,TOP001443
SPE000312,TOP000920
SPE000312,TOP000922
SPE000312,TOP000921
SPE000313,TOP000923
SPE000313,TOP000925
SPE000313,TOP000924
SPE000314,TOP000928
SPE000314,TOP000926
SPE000314,TOP000927
SPE000315,TOP000879
SPE000315,TOP000930
SPE000315,TOP000929
SPE000316,TOP000932
SPE000316,TOP000931
SPE000316,TOP000933
SPE000317,TOP000936
SPE000317,TOP000935
SPE000317,TOP000934
SPE000318,TOP000938
SPE000318,TOP000939
SPE000318,TOP000937
SPE000319,TOP000941
SPE000319,TOP000942
SPE000319,TOP000940
SPE000320,TOP000945
SPE000320,TOP000943
SPE000320,TOP000944
SPE000321,TOP000076
SPE000321,TOP000477
SPE000321,TOP000949
SPE000322,TOP000951
SPE000322,TOP000950
SPE000322,TOP000952
SPE000323,TOP000955
SPE000323,TOP000953
SPE000323,TOP000954
SPE000324,TOP000956
SPE000324,TOP000958
SPE000324,TOP000957
SPE000325,TOP000960
SPE000325,TOP000959
SPE000325,TOP000961
SPE000326,TOP000963
SPE000326,TOP000819
SPE000326,TOP000962
SPE000327,TOP000964
SPE000327,TOP000965
SPE000327,TOP000966
SPE000328,TOP000969
SPE000328,TOP000968
SPE000328,TOP000967
SPE000329,TOP000972
SPE000329,TOP000970
SPE000329,TOP000971
SPE000330,TOP000973
SPE000330,TOP000974
SPE000330,TOP000975
SPE000331,TOP000977
SPE000331,TOP000979
SPE000331,TOP000978
SPE000332,TOP000982
SPE000332,TOP000981
SPE000332,TOP000980
SPE000333,TOP000983
SPE000333,TOP000984
SPE000333,TOP000985
SPE000334,TOP000988
SPE000334,TOP000987
SPE000334,TOP000986
SPE000335,TOP000989
SPE000335,TOP000990
SPE000335,TOP000991
SPE000336,TOP000992
SPE000336,TOP000993
SPE000336,TOP000994
SPE000337,TOP000997
SPE000337,TOP000995
SPE000337,TOP000996
SPE000338,TOP000998
SPE000338,TOP000999
SPE000338,TOP001000
SPE000339,TOP001001
SPE000339,TOP001003
SPE000339,TOP001002
SPE000340,TOP001004
SPE000340,TOP001006
SPE000340,TOP001005
SPE000341,TOP001008
SPE000341,TOP001009
SPE000341,TOP001007
SPE000342,TOP001010
SPE000342,TOP000453
SPE000342,TOP001011
SPE000343,TOP001017
SPE000343,TOP001016
SPE000343,TOP001015
SPE000344,TOP001018
SPE000344,TOP001019
SPE000344,TOP001020
SPE000345,TOP001024
SPE000345,TOP001023
SPE000345,TOP001022
SPE000346,TOP001026
SPE000346,TOP001025
SPE000346,TOP001027
SPE000347,TOP001029
SPE000347,TOP000247
SPE000347,TOP001028
SPE000348,TOP001030
SPE000348,TOP001031
SPE000348,TOP001032
SPE000349,TOP001034
SPE000349,TOP001035
SPE000349,TOP001033
SPE000350,TOP001037
SPE000350,TOP001036
SPE000350,TOP001038
SPE000351,TOP001039
SPE000351,TOP001041
SPE000351,TOP001040
SPE000352,TOP001043
SPE000352,TOP001044
SPE000352,TOP001042
SPE000353,TOP000018
SPE000353,TOP000453
SPE000353,TOP000116
SPE000353,TOP001052
SPE000353,TOP001045
SPE000354,TOP001047
SPE000354,TOP001046
SPE000354,TOP001048
SPE000355,TOP001049
SPE000355,TOP001051
SPE000355,TOP001050
SPE000356,TOP001053
SPE000356,TOP001055
SPE000356,TOP001174
SPE000356,TOP001172
SPE000356,TOP001054
SPE000356,TOP001173
SPE000357,TOP001058
SPE000357,TOP001056
SPE000357,TOP001057
SPE000358,TOP001059
SPE000358,TOP001061
SPE000358,TOP001060
SPE000359,TOP001063
SPE000359,TOP001064
SPE000359,TOP001062
SPE000360,TOP001065
SPE000360,TOP001066
SPE000360,TOP001067
SPE000361,TOP001070
SPE000361,TOP001069
SPE000361,TOP001068
SPE000362,TOP001073
SPE000362,TOP001071
SPE000362,TOP001072
SPE000363,TOP001077
SPE000363,TOP001078
SPE000363,TOP001079
SPE000364,TOP001081
SPE000364,TOP001080
SPE000364,TOP000343
SPE000365,TOP001084
SPE000365,TOP001082
SPE000365,TOP001083
SPE000366,TOP001090
SPE000366,TOP001089
SPE000366,TOP001088
SPE000367,TOP001093
SPE000367,TOP001091
SPE000367,TOP001092
SPE000368,TOP001096
SPE000368,TOP001095
SPE000368,TOP001094
SPE000369,TOP001097
SPE000369,TOP001098
SPE000369,TOP000374
SPE000370,TOP001099
SPE000370,TOP001100
SPE000370,TOP001101
SPE000371,TOP001102
SPE000371,TOP001104
SPE000371,TOP001103
SPE000372,TOP001106
SPE000372,TOP001105
SPE000372,TOP001107
SPE000373,TOP001108
SPE000373,TOP001110
SPE000373,TOP001109
SPE000374,TOP001111
SPE000374,TOP001113
SPE000374,TOP001112
SPE000375,TOP001116
SPE000375,TOP001114
SPE000375,TOP001115
SPE000376,TOP001120
SPE000376,TOP001122
SPE000376,TOP001121
SPE000377,TOP001124
SPE000377,TOP001123
SPE000377,TOP001125
SPE000378,TOP001127
SPE000378,TOP001128
SPE000378,TOP001126
SPE000379,TOP001129
SPE000379,TOP001130
SPE000379,TOP000115
SPE000380,TOP001133
SPE000380,TOP001132
SPE000380,TOP001131
SPE000381,TOP001136
SPE000381,TOP001135
SPE000381,TOP001134
SPE000382,TOP001137
SPE000382,TOP001139
SPE000382,TOP001138
SPE000383,TOP001142
SPE000383,TOP001141
SPE000383,TOP001140
SPE000384,TOP001144
SPE000384,TOP001143
SPE000384,TOP001145
SPE000385,TOP001150
SPE000385,TOP001149
SPE000385,TOP001151
SPE000386,TOP001152
SPE000386,TOP001154
SPE000386,TOP001153
SPE000387,TOP001157
SPE000387,TOP001156
SPE000387,TOP001155
SPE000388,TOP001158
SPE000388,TOP001159
SPE000388,TOP000076
SPE000389,TOP001162
SPE000389,TOP001160
SPE000389,TOP001161
SPE000390,TOP001163
SPE000390,TOP001164
SPE000390,TOP001165
SPE000391,TOP001167
SPE000391,TOP001168
SPE000391,TOP001166
SPE000392,TOP001169
SPE000392,TOP001171
SPE000392,TOP001170
SPE000393,TOP001176
SPE000393,TOP001175
SPE000393,TOP001177
SPE000394,TOP001180
SPE000394,TOP001178
SPE000394,TOP001179
SPE000395,TOP001183
SPE000395,TOP001181
SPE000395,TOP001182
SPE000396,TOP001184
SPE000396,TOP001185
SPE000396,TOP001186
SPE000397,TOP001188
SPE000397,TOP001189
SPE000397,TOP001187
SPE000398,TOP001192
SPE000398,TOP001190
SPE000398,TOP001191
SPE000399,TOP001194
SPE000399,TOP001316
SPE000399,TOP000018
SPE000399,TOP000517
SPE000399,TOP001193
SPE000400,TOP001198
SPE000400,TOP001200
SPE000400,TOP001199
SPE000401,TOP001202
SPE000401,TOP001201
SPE000401,TOP001203
SPE000402,TOP001206
SPE000402,TOP001205
SPE000402,TOP001204
SPE000403,TOP001208
SPE000403,TOP001209
SPE000403,TOP001207
SPE000404,TOP001210
SPE000404,TOP001212
SPE000404,TOP001211
SPE000405,TOP001213
SPE000405,TOP001215
SPE000405,TOP001214
SPE000406,TOP001216
SPE000406,TOP001218
SPE000406,TOP001217
SPE000407,TOP001219
SPE000407,TOP000782
SPE000407,TOP000076
SPE000408,TOP001221
SPE000408,TOP001220
SPE000408,TOP001222
SPE000409,TOP001223
SPE000409,TOP001224
SPE000409,TOP001225
SPE000410,TOP001228
SPE000410,TOP001226
SPE000410,TOP001227
SPE000411,TOP001230
SPE000411,TOP001229
SPE000411,TOP001231
SPE000412,TOP001234
SPE000412,TOP001233
SPE000412,TOP001232
SPE000413,TOP001236
SPE000413,TOP001235
SPE000413,TOP001237
SPE000414,TOP001240
SPE000414,TOP001238
SPE000414,TOP001239
SPE000415,TOP001243
SPE000415,TOP001242
SPE000415,TOP001241
SPE000416,TOP001244
SPE000416,TOP001245
SPE000416,TOP001246
SPE000417,TOP001251
SPE000417,TOP001250
SPE000417,TOP001252
SPE000418,TOP001255
SPE000418,TOP001254
SPE000418,TOP001253
SPE000419,TOP001257
SPE000419,TOP001258
SPE000419,TOP001256
SPE000420,TOP001263
SPE000420,TOP001262
SPE000420,TOP001264
SPE000421,TOP001265
SPE000421,TOP001267
SPE000421,TOP001266
SPE000422,TOP001269
SPE000422,TOP001270
SPE000422,TOP001268
SPE000423,TOP001273
SPE000423,TOP001271
SPE000423,TOP001272
SPE000424,TOP001274
SPE000424,TOP001275
SPE000424,TOP001276
SPE000425,TOP001277
SPE000425,TOP000076
SPE000425,TOP001278
SPE000426,TOP001280
SPE000426,TOP000153
SPE000426,TOP001279
SPE000427,TOP001281
SPE000427,TOP001282
SPE000427,TOP001261
SPE000428,TOP001283
SPE000428,TOP001284
SPE000428,TOP001285
SPE000429,TOP000076
SPE000429,TOP001287
SPE000429,TOP001286
SPE000430,TOP001290
SPE000430,TOP001289
SPE000430,TOP001288
SPE000431,TOP001294
SPE000431,TOP001295
SPE000431,TOP001296
SPE000432,TOP001298
SPE000432,TOP001293
SPE000432,TOP001297
SPE000433,TOP004327
SPE000433,TOP003374
SPE000433,TOP000585
SPE000433,TOP003550
SPE000433,TOP001549
SPE000433,TOP001405
SPE000433,TOP004236
SPE000433,TOP004358
SPE000433,TOP001488
SPE000433,TOP004165
SPE000433,TOP003549
SPE000433,TOP003373
SPE000433,TOP004029
SPE000433,TOP004306
SPE000433,TOP001299
SPE000433,TOP004031
SPE000433,TOP004729
SPE000433,TOP004166
SPE000433,TOP003505
SPE000433,TOP003504
SPE000433,TOP004086
SPE000433,TOP003728
SPE000433,TOP003503
SPE000433,TOP003730
SPE000433,TOP004308
SPE000433,TOP003729
SPE000433,TOP004359
SPE000433,TOP004307
SPE000433,TOP004325
SPE000433,TOP001300
SPE000433,TOP003678
SPE000433,TOP001301
SPE000433,TOP004087
SPE000433,TOP003481
SPE000433,TOP004372
SPE000433,TOP004167
SPE000433,TOP001588
SPE000433,TOP001548
SPE000433,TOP003548
SPE000433,TOP001489
SPE000433,TOP001404
SPE000433,TOP001635
SPE000433,TOP003375
SPE000433,TOP004326
SPE000433,TOP004030
SPE000433,TOP001345
SPE000433,TOP001487
SPE000433,TOP003679
SPE000433,TOP001587
SPE000433,TOP004533
SPE000433,TOP001547
SPE000433,TOP004730
SPE000433,TOP001403
SPE000433,TOP001686
SPE000433,TOP001344
SPE000433,TOP001586
SPE000433,TOP004728
SPE000433,TOP004234
SPE000433,TOP004373
SPE000433,TOP001687
SPE000433,TOP004532
SPE000433,TOP004374
SPE000433,TOP004531
SPE000433,TOP004235
SPE000433,TOP004357
SPE000434,TOP001304
SPE000434,TOP001303
SPE000434,TOP001302
SPE000435,TOP001915
SPE000435,TOP001306
SPE000435,TOP001914
SPE000435,TOP001305
SPE000435,TOP001916
SPE000435,TOP001307
SPE000436,TOP001309
SPE000436,TOP001308
SPE000436,TOP000115
SPE000437,TOP001311
SPE000437,TOP001310
SPE000437,TOP001312
SPE000438,TOP001313
SPE000438,TOP001315
SPE000438,TOP001314
SPE000439,TOP001320
SPE000439,TOP001321
SPE000439,TOP001322
SPE000440,TOP001325
SPE000440,TOP001323
SPE000440,TOP001324
SPE000441,TOP001327
SPE000441,TOP001328
SPE000441,TOP001326
SPE000442,TOP001329
SPE000442,TOP001330
SPE000442,TOP001331
SPE000443,TOP001333
SPE000443,TOP001332
SPE000443,TOP001334
SPE000444,TOP001335
SPE000444,TOP001337
SPE000444,TOP001336
SPE000445,TOP001338
SPE000445,TOP001340
SPE000445,TOP001339
SPE000446,TOP001342
SPE000446,TOP001341
SPE000446,TOP001343
SPE000447,TOP001348
SPE000447,TOP001346
SPE000447,TOP001347
SPE000448,TOP001349
SPE000448,TOP001350
SPE000448,TOP001351
SPE000449,TOP001354
SPE000449,TOP001353
SPE000449,TOP001352
SPE000450,TOP001356
SPE000450,TOP001420
SPE000450,TOP001355
SPE000450,TOP001419
SPE000450,TOP001418
SPE000450,TOP000018
SPE000451,TOP001357
SPE000451,TOP001358
SPE000451,TOP001359
SPE000453,TOP001362
SPE000453,TOP001361
SPE000453,TOP001360
SPE000454,TOP001363
SPE000454,TOP001365
SPE000454,TOP001364
SPE000455,TOP001368
SPE000455,TOP001366
SPE000455,TOP001367
SPE000456,TOP001370
SPE000456,TOP001369
SPE000456,TOP000061
SPE000457,TOP001373
SPE000457,TOP001371
SPE000457,TOP001372
SPE000458,TOP001374
SPE000458,TOP000262
SPE000458,TOP001375
SPE000459,TOP001377
SPE000459,TOP001376
SPE000459,TOP001378
SPE000460,TOP001381
SPE000460,TOP001380
SPE000460,TOP001379
SPE000461,TOP000076
SPE000461,TOP001386
SPE000461,TOP001385
SPE000462,TOP001388
SPE000462,TOP001389
SPE000462,TOP001387
SPE000463,TOP001391
SPE000463,TOP001390
SPE000463,TOP001392
SPE000464,TOP001394
SPE000464,TOP001393
SPE000464,TOP001395
SPE000465,TOP001397
SPE000465,TOP001396
SPE000465,TOP001398
SPE000466,TOP000153
SPE000466,TOP001399
SPE000466,TOP000115
SPE000467,TOP001401
SPE000467,TOP001402
SPE000467,TOP001400
SPE000468,TOP001408
SPE000468,TOP001407
SPE000468,TOP001406
SPE000469,TOP001409
SPE000469,TOP001410
SPE000469,TOP001411
SPE000470,TOP001414
SPE000470,TOP001413
SPE000470,TOP001412
SPE000471,TOP001415
SPE000471,TOP001416
SPE000471,TOP001417
SPE000472,TOP001421
SPE000472,TOP001423
SPE000472,TOP001422
SPE000473,TOP001426
SPE000473,TOP001424
SPE000473,TOP001425
SPE000474,TOP001428
SPE000474,TOP001427
SPE000474,TOP001429
SPE000475,TOP001432
SPE000475,TOP001431
SPE000475,TOP001430
SPE000476,TOP001435
SPE000476,TOP001433
SPE000476,TOP001434
SPE000477,TOP001436
SPE000477,TOP001437
SPE000477,TOP001438
SPE000478,TOP001439
SPE000478,TOP001440
SPE000478,TOP001441
SPE000479,TOP001447
SPE000479,TOP001446
SPE000479,TOP001445
SPE000480,TOP001449
SPE000480,TOP001448
SPE000480,TOP001450
SPE000481,TOP001453
SPE000481,TOP001452
SPE000481,TOP001451
SPE000482,TOP001465
SPE000482,TOP001455
SPE000482,TOP001463
SPE000482,TOP001464
SPE000482,TOP001454
SPE000482,TOP001456
SPE000483,TOP001459
SPE000483,TOP001458
SPE000483,TOP001457
SPE000484,TOP001460
SPE000484,TOP001462
SPE000484,TOP001461
SPE000485,TOP001468
SPE000485,TOP001466
SPE000485,TOP001467
SPE000486,TOP001469
SPE000486,TOP001470
SPE000486,TOP001471
SPE000487,TOP001472
SPE000487,TOP001474
SPE000487,TOP001473
SPE000488,TOP000018
SPE000488,TOP000076
SPE000488,TOP001158
SPE000489,TOP001476
SPE000489,TOP001475
SPE000489,TOP001477
SPE000490,TOP001478
SPE000490,TOP001480
SPE000490,TOP001479
SPE000491,TOP001482
SPE000491,TOP001483
SPE000491,TOP001481
SPE000492,TOP001485
SPE000492,TOP001486
SPE000492,TOP001484
SPE000493,TOP001491
SPE000493,TOP001492
SPE000493,TOP001490
SPE000494,TOP001495
SPE000494,TOP001494
SPE000494,TOP001493
SPE000495,TOP001497
SPE000495,TOP001496
SPE000495,TOP001498
SPE000496,TOP001500
SPE000496,TOP001077
SPE000496,TOP001499
SPE000497,TOP001502
SPE000497,TOP001501
SPE000497,TOP001503
SPE000498,TOP001255
SPE000498,TOP001507
SPE000498,TOP001508
SPE000499,TOP001509
SPE000499,TOP001511
SPE000499,TOP001510
SPE000500,TOP001514
SPE000500,TOP001512
SPE000500,TOP001513
SPE000501,TOP001517
SPE000501,TOP001516
SPE000501,TOP001515
SPE000502,TOP001518
SPE000502,TOP001519
SPE000502,TOP001520
SPE000503,TOP001521
SPE000503,TOP001522
SPE000503,TOP001523
SPE000504,TOP001524
SPE000504,TOP001526
SPE000504,TOP001525
SPE000505,TOP001095
SPE000505,TOP001527
SPE000505,TOP001528
SPE000506,TOP001530
SPE000506,TOP000138
SPE000506,TOP001529
SPE000507,TOP001532
SPE000507,TOP001077
SPE000507,TOP001531
SPE000508,TOP001534
SPE000508,TOP001533
SPE000508,TOP000504
SPE000509,TOP001535
SPE000509,TOP001536
SPE000509,TOP001537
SPE000510,TOP001539
SPE000510,TOP001538
SPE000510,TOP001540
SPE000511,TOP001543
SPE000511,TOP001542
SPE000511,TOP001878
SPE000511,TOP001879
SPE000511,TOP001880
SPE000511,TOP001541
SPE000512,TOP001546
SPE000512,TOP001545
SPE000512,TOP001544
SPE000513,TOP001552
SPE000513,TOP001550
SPE000513,TOP001551
SPE000514,TOP000018
SPE000514,TOP001553
SPE000514,TOP000076
SPE000515,TOP001554
SPE000515,TOP001555
SPE000515,TOP001556
SPE000516,TOP001558
SPE000516,TOP001557
SPE000516,TOP001559
SPE000517,TOP001562
SPE000517,TOP001560
SPE000517,TOP001561
SPE000518,TOP001564
SPE000518,TOP001563
SPE000518,TOP001565
SPE000519,TOP001568
SPE000519,TOP001566
SPE000519,TOP001567
SPE000520,TOP001569
SPE000520,TOP001570
SPE000520,TOP001571
SPE000522,TOP001573
SPE000522,TOP001572
SPE000522,TOP001574
SPE000523,TOP001575
SPE000523,TOP001913
SPE000523,TOP001911
SPE000523,TOP001637
SPE000523,TOP001747
SPE000523,TOP001912
SPE000523,TOP001576
SPE000523,TOP001130
SPE000523,TOP001748
SPE000523,TOP001639
SPE000523,TOP001749
SPE000523,TOP001638
SPE000524,TOP001577
SPE000524,TOP001579
SPE000524,TOP001578
SPE000525,TOP001581
SPE000525,TOP001580
SPE000525,TOP001582
SPE000526,TOP001584
SPE000526,TOP001583
SPE000526,TOP001585
SPE000527,TOP001591
SPE000527,TOP001590
SPE000527,TOP001589
SPE000528,TOP001593
SPE000528,TOP000299
SPE000528,TOP001592
SPE000529,TOP001594
SPE000529,TOP001596
SPE000529,TOP001595
SPE000530,TOP001600
SPE000530,TOP001601
SPE000530,TOP001602
SPE000531,TOP001605
SPE000531,TOP001603
SPE000531,TOP001604
SPE000532,TOP001606
SPE000532,TOP001607
SPE000532,TOP001608
SPE000533,TOP001611
SPE000533,TOP001610
SPE000533,TOP001609
SPE000534,TOP001614
SPE000534,TOP001613
SPE000534,TOP001612
SPE000535,TOP001617
SPE000535,TOP001615
SPE000535,TOP001616
SPE000536,TOP001619
SPE000536,TOP001620
SPE000536,TOP001618
SPE000537,TOP001622
SPE000537,TOP001621
SPE000537,TOP000197
SPE000538,TOP001623
SPE000538,TOP001624
SPE000538,TOP001625
SPE000539,TOP001627
SPE000539,TOP001628
SPE000539,TOP001626
SPE000540,TOP001629
SPE000540,TOP000115
SPE000540,TOP001630
SPE000541,TOP001631
SPE000541,TOP001633
SPE000541,TOP001632
SPE000543,TOP001645
SPE000543,TOP001643
SPE000543,TOP001644
SPE000545,TOP001646
SPE000545,TOP001647
SPE000545,TOP001648
SPE000546,TOP001654
SPE000546,TOP001652
SPE000546,TOP001653
SPE000547,TOP000153
SPE000547,TOP001655
SPE000547,TOP000523
SPE000548,TOP001656
SPE000548,TOP001658
SPE000548,TOP001657
SPE000549,TOP001659
SPE000549,TOP001660
SPE000549,TOP001661
SPE000550,TOP001664
SPE000550,TOP001663
SPE000550,TOP001662
SPE000551,TOP001666
SPE000551,TOP001667
SPE000551,TOP001665
SPE000552,TOP001669
SPE000552,TOP001668
SPE000552,TOP001670
SPE000553,TOP001672
SPE000553,TOP005990
SPE000553,TOP005989
SPE000553,TOP005988
SPE000553,TOP001673
SPE000553,TOP001671
SPE000554,TOP001675
SPE000554,TOP001676
SPE000554,TOP001674
SPE000555,TOP001677
SPE000555,TOP001679
SPE000555,TOP001678
SPE000555,TOP003188
SPE000555,TOP002422
SPE000555,TOP001032
SPE000555,TOP003187
SPE000555,TOP002421
SPE000555,TOP003186
SPE000556,TOP001681
SPE000556,TOP001680
SPE000556,TOP001682
SPE000557,TOP001683
SPE000557,TOP001685
SPE000557,TOP001684
SPE000558,TOP001688
SPE000558,TOP001689
SPE000558,TOP001301
SPE000559,TOP001692
SPE000559,TOP001691
SPE000559,TOP001690
SPE000560,TOP001694
SPE000560,TOP001693
SPE000560,TOP001695
SPE000561,TOP001698
SPE000561,TOP001697
SPE000561,TOP001696
SPE000562,TOP001699
SPE000562,TOP001700
SPE000562,TOP001701
SPE000563,TOP001702
SPE000563,TOP000076
SPE000563,TOP001703
SPE000564,TOP001705
SPE000564,TOP001704
SPE000564,TOP001706
SPE000565,TOP001707
SPE000565,TOP001708
SPE000565,TOP001709
SPE000566,TOP001712
SPE000566,TOP001711
SPE000566,TOP001710
SPE000567,TOP001715
SPE000567,TOP001713
SPE000567,TOP001714
SPE000568,TOP001718
SPE000568,TOP001716
SPE000568,TOP001717
SPE000569,TOP001724
SPE000569,TOP001722
SPE000569,TOP001723
SPE000570,TOP001727
SPE000570,TOP001725
SPE000570,TOP001726
SPE000571,TOP001904
SPE000571,TOP001902
SPE000571,TOP001730
SPE000571,TOP001728
SPE000571,TOP001729
SPE000571,TOP001903
SPE000572,TOP001731
SPE000572,TOP001733
SPE000572,TOP001732
SPE000573,TOP001734
SPE000573,TOP001735
SPE000573,TOP001736
SPE000574,TOP001737
SPE000574,TOP000116
SPE000574,TOP001738
SPE000575,TOP001741
SPE000575,TOP001740
SPE000575,TOP001739
SPE000576,TOP001743
SPE000576,TOP001742
SPE000576,TOP000037
SPE000577,TOP001744
SPE000577,TOP001746
SPE000577,TOP001745
SPE000578,TOP001753
SPE000578,TOP001570
SPE000578,TOP001754
SPE000579,TOP001755
SPE000579,TOP001756
SPE000579,TOP001757
SPE000580,TOP001758
SPE000580,TOP001760
SPE000580,TOP001759
SPE000581,TOP001763
SPE000581,TOP001761
SPE000581,TOP001762
SPE000582,TOP001764
SPE000582,TOP001766
SPE000582,TOP001765
SPE000583,TOP001767
SPE000583,TOP001768
SPE000583,TOP001769
SPE000585,TOP001772
SPE000585,TOP001770
SPE000585,TOP001771
SPE000586,TOP001773
SPE000586,TOP001752
SPE000586,TOP001774
SPE000587,TOP001776
SPE000587,TOP001775
SPE000587,TOP001777
SPE000588,TOP001778
SPE000588,TOP001779
SPE000588,TOP001780
SPE000589,TOP003448
SPE000589,TOP003447
SPE000589,TOP003446
SPE000589,TOP001782
SPE000589,TOP001781
SPE000589,TOP001783
SPE000590,TOP001784
SPE000590,TOP001785
SPE000590,TOP001786
SPE000591,TOP001788
SPE000591,TOP001787
SPE000591,TOP001789
SPE000592,TOP001792
SPE000592,TOP001791
SPE000592,TOP001790
SPE000593,TOP001797
SPE000593,TOP001796
SPE000593,TOP001795
SPE000594,TOP001799
SPE000594,TOP001798
SPE000594,TOP000347
SPE000595,TOP001800
SPE000595,TOP001801
SPE000595,TOP001802
SPE000596,TOP001805
SPE000596,TOP001804
SPE000596,TOP001803
SPE000597,TOP001808
SPE000597,TOP001807
SPE000597,TOP001806
SPE000598,TOP001810
SPE000598,TOP001809
SPE000598,TOP001811
SPE000599,TOP001814
SPE000599,TOP001813
SPE000599,TOP001812
SPE000600,TOP000661
SPE000600,TOP001819
SPE000600,TOP001818
SPE000601,TOP001820
SPE000601,TOP001822
SPE000601,TOP001821
SPE000602,TOP001828
SPE000602,TOP001827
SPE000602,TOP001826
SPE000603,TOP001830
SPE000603,TOP001831
SPE000603,TOP001829
SPE000604,TOP001570
SPE000604,TOP001832
SPE000604,TOP001833
SPE000605,TOP001836
SPE000605,TOP001834
SPE000605,TOP001835
SPE000606,TOP001837
SPE000606,TOP001838
SPE000606,TOP001839
SPE000607,TOP001840
SPE000607,TOP001841
SPE000607,TOP001842
SPE000608,TOP001845
SPE000608,TOP001843
SPE000608,TOP001844
SPE000609,TOP001848
SPE000609,TOP001847
SPE000609,TOP001846
SPE000610,TOP001850
SPE000610,TOP001849
SPE000610,TOP001851
SPE000611,TOP001852
SPE000611,TOP001854
SPE000611,TOP001853
SPE000612,TOP001855
SPE000612,TOP001856
SPE000612,TOP001857
SPE000613,TOP001860
SPE000613,TOP001858
SPE000613,TOP001859
SPE000614,TOP001862
SPE000614,TOP001861
SPE000614,TOP001863
SPE000615,TOP001866
SPE000615,TOP001865
SPE000615,TOP001864
SPE000616,TOP001867
SPE000616,TOP000856
SPE000616,TOP001868
SPE000617,TOP001869
SPE000617,TOP001870
SPE000617,TOP001871
SPE000618,TOP001875
SPE000618,TOP001876
SPE000618,TOP001877
SPE000619,TOP001882
SPE000619,TOP001881
SPE000619,TOP001883
SPE000620,TOP001884
SPE000620,TOP001885
SPE000620,TOP001886
SPE000621,TOP001887
SPE000621,TOP001889
SPE000621,TOP001888
SPE000622,TOP001890
SPE000622,TOP001892
SPE000622,TOP001891
SPE000623,TOP001895
SPE000623,TOP001894
SPE000623,TOP001893
SPE000624,TOP001897
SPE000624,TOP001898
SPE000624,TOP001896
SPE000625,TOP001901
SPE000625,TOP001899
SPE000625,TOP001900
SPE000626,TOP001905
SPE000626,TOP001907
SPE000626,TOP001906
SPE000627,TOP001910
SPE000627,TOP001909
SPE000627,TOP001908
SPE000628,TOP001922
SPE000628,TOP001921
SPE000628,TOP001920
SPE000629,TOP001923
SPE000629,TOP001925
SPE000629,TOP001947
SPE000629,TOP001948
SPE000629,TOP001924
SPE000630,TOP001926
SPE000630,TOP001928
SPE000630,TOP001927
SPE000631,TOP001931
SPE000631,TOP001930
SPE000631,TOP001929
SPE000632,TOP001933
SPE000632,TOP001932
SPE000632,TOP001934
SPE000633,TOP001935
SPE000633,TOP001937
SPE000633,TOP001936
SPE000634,TOP001938
SPE000634,TOP001939
SPE000634,TOP001940
SPE000635,TOP001943
SPE000635,TOP001941
SPE000635,TOP001942
SPE000636,TOP001944
SPE000636,TOP001945
SPE000636,TOP001946
SPE000637,TOP001951
SPE000637,TOP001950
SPE000637,TOP001949
SPE000638,TOP001953
SPE000638,TOP001954
SPE000638,TOP001952
SPE000639,TOP001955
SPE000639,TOP001957
SPE000639,TOP001956
SPE000640,TOP001958
SPE000640,TOP001959
SPE000640,TOP001960
SPE000641,TOP001961
SPE000641,TOP001962
SPE000641,TOP001963
SPE000642,TOP001964
SPE000642,TOP001965
SPE000642,TOP001966
SPE000643,TOP001969
SPE000643,TOP001967
SPE000643,TOP001968
SPE000644,TOP001972
SPE000644,TOP001970
SPE000644,TOP001971
SPE000645,TOP001973
SPE000645,TOP001974
SPE000645,TOP001975
SPE000646,TOP001976
SPE000646,TOP001977
SPE000646,TOP001978
SPE000647,TOP001982
SPE000647,TOP001983
SPE000647,TOP001984
SPE000648,TOP001985
SPE000648,TOP001986
SPE000648,TOP001987
SPE000649,TOP001988
SPE000649,TOP001990
SPE000649,TOP001989
SPE000650,TOP001993
SPE000650,TOP001992
SPE000650,TOP001991
SPE000651,TOP001994
SPE000651,TOP001996
SPE000651,TOP001995
SPE000652,TOP001999
SPE000652,TOP001997
SPE000652,TOP001998
SPE000653,TOP001570
SPE000653,TOP002001
SPE000653,TOP002000
SPE000654,TOP002003
SPE000654,TOP002004
SPE000654,TOP002002
SPE000655,TOP002010
SPE000655,TOP002009
SPE000655,TOP002008
SPE000656,TOP002012
